loss,note_loss,onset_loss,note_accuracy,note_precision,note_recall,onset_accuracy,onset_precision,onset_recall,val_loss,val_note_loss,val_onset_loss,val_note_accuracy,val_note_precision,val_note_recall,val_onset_accuracy,val_onset_precision,val_onset_recall,note_f1_score,onset_f1_score,val_note_f1_score,val_onset_f1_score
0.053573556244373,0.046676907688379,0.006896564736962001,0.262330055236816,0.6457191109657281,0.32674777507781905,0.061556808650493004,0.13018533587455702,0.069448560476303,0.053812693804502,0.049271173775196006,0.004541556816548001,0.28474879264831504,0.702744841575622,0.260931760072708,0.07979105412960001,0.47966000437736506,0.066929459571838,0.43392178353749083,0.0905776457039447,0.38056013409824635,0.11746799740110836
0.04735143110156,0.042849566787481,0.004501874558627,0.27558687329292303,0.675309479236602,0.38912758231163,0.062258195132017004,0.49414208531379705,0.14041842520236902,0.047972355037927,0.043904170393943,0.0040681548416610005,0.284722089767456,0.6980158686637871,0.35713350772857605,0.06007387116551301,0.52274489402771,0.12352763861417701,0.49374745475427106,0.2186919995339854,0.47251102295071407,0.19983347298670057
0.046101383864879004,0.041884735226631005,0.004216602072119001,0.27840569615364,0.6813887953758241,0.40766391158103904,0.06190995499491601,0.5065955519676201,0.170413538813591,0.048765260726213004,0.044276509433984,0.004488809499889001,0.29595702886581404,0.712679743766784,0.362548798322677,0.075244814157485,0.5332541465759271,0.036567654460668,0.5101270486367689,0.2550356913100131,0.4806070050287649,0.06844193512010782
0.10271224379539401,0.097233012318611,0.0054793576709920005,0.166993275284767,0.566266477108001,0.132743045687675,0.054123338311910005,0.280091196298599,0.07381343096494601,0.06643692404031701,0.061240680515766005,0.005196191370487001,0.22134186327457403,0.578208208084106,0.25118920207023604,0.053011164069175006,0.467470407485961,0.029596157371997,0.21506985063882916,0.11683651799578258,0.3502293511492123,0.055667907367200446
0.05877436324954,0.05345569178462001,0.0053186975419520005,0.23774781823158203,0.604727149009704,0.271857619285583,0.053265050053596004,0.41492599248886103,0.08404445648193301,0.053481135517358,0.048608973622322006,0.004872184712439,0.26726529002189603,0.6352606415748591,0.346787601709365,0.053267933428287007,0.460432052612304,0.050367254763841005,0.3750913521988139,0.13977673260568288,0.4486551772506065,0.09080160507635456
0.050277229398489005,0.045135967433452,0.005141275469213001,0.26992434263229304,0.650873124599456,0.35717234015464705,0.05790503695607101,0.42682641744613603,0.11756520718336101,0.049525745213031006,0.04494471848011,0.004581101704388,0.271925330162048,0.699564337730407,0.35787439346313404,0.05801560357213,0.45085853338241505,0.13951203227043102,0.4612368889345708,0.184352344595017,0.4735142673419072,0.21308714867393763
0.047434367239475,0.042502384632825005,0.004932098556309001,0.27924755215644803,0.672561943531036,0.401626020669937,0.06145477294921801,0.44326257705688404,0.15353901684284202,0.051398076117038005,0.046807989478111,0.004590055905282,0.29442003369331304,0.6242404580116271,0.482169061899185,0.053728271275758,0.409607827663421,0.19376952946186002,0.5029257187966879,0.228076134409821,0.5440832360806919,0.2630841713889565
0.046223010867834,0.041429691016674,0.004793447908014,0.282250970602035,0.682960629463195,0.41912838816642706,0.062395688146352005,0.452006369829177,0.174330219626426,0.047532215714454006,0.043142426759004,0.004389780107885001,0.28709051012992803,0.664051413536071,0.46472451090812605,0.057394187897443,0.481297731399536,0.15369702875614102,0.5194647314383515,0.2516166899359107,0.5467887145059623,0.2329909973852216
0.04547094553709,0.04081485047936401,0.004656077362596001,0.28230881690979004,0.687882125377655,0.430623650550842,0.06259275972843101,0.464457511901855,0.187860384583473,0.046708099544048004,0.042471002787351005,0.0042371358722440005,0.280127763748168,0.717975854873657,0.40462151169776905,0.06303832679986901,0.492510080337524,0.161469876766204,0.529667916477976,0.26751731714033117,0.5175648623207689,0.24320482945149163
0.044863894581794,0.040419816970825,0.004443964920938,0.281725376844406,0.6901525259017941,0.43845641613006503,0.06222309544682501,0.47915709018707203,0.203434914350509,0.047211669385433,0.043258242309093003,0.003953401464968,0.271272957324981,0.6232307553291321,0.570893883705139,0.056180998682975006,0.49776205420494,0.171096786856651,0.5362385354105382,0.2856092100123593,0.5959153922362511,0.25465907857546305
0.044360693544149,0.040149766951799004,0.004210881423205,0.28200614452362,0.692041099071502,0.442769229412078,0.058667931705713,0.49574059247970503,0.20404745638370503,0.049315020442008,0.045446339994668,0.003868711646646,0.257847011089324,0.614512205123901,0.573247551918029,0.054323501884937,0.494573056697845,0.219811707735061,0.5400276970334408,0.28910069862288773,0.5931630788008456,0.3043540500575581
0.044106874614953,0.04000836983323,0.0040985024534160005,0.28213286399841303,0.693483412265777,0.44558835029602,0.059140067547559,0.504204511642456,0.20063404738903,0.046666830778121005,0.042918436229228,0.0037484262138600005,0.27049571275711004,0.638507783412933,0.53056389093399,0.055122960358858004,0.5086480379104611,0.200789615511894,0.5425613025593194,0.28704613438653825,0.5795524455238755,0.28792168968150916
0.04378632828593201,0.039757080376148,0.00402937317267,0.282447934150695,0.6954738497734071,0.45006906986236506,0.06007386371493301,0.514109015464782,0.20225521922111503,0.045632839202880006,0.040871534496545,0.004761292599141,0.295035183429718,0.679803371429443,0.47251048684120106,0.05470000579953101,0.44831866025924605,0.36393788456916804,0.5464854494553794,0.290302688429046,0.55751168773516,0.40174534965923414
0.043562170118093005,0.039572026580572,0.0039901346899560005,0.283033490180969,0.696565806865692,0.45307669043540905,0.060463614761829,0.5144306421279901,0.202265366911888,0.044787876307964006,0.041037570685148,0.0037502655759450005,0.294671535491943,0.725917994976043,0.41840329766273504,0.055883549153804,0.505261600017547,0.282967120409011,0.5490362980815741,0.2903643978863799,0.5308412678466709,0.36276886717526696
0.043524675071239007,0.039549510926008,0.003975044004619,0.28327590227127003,0.696918368339538,0.45331493020057606,0.06041109934449101,0.517910301685333,0.202924996614456,0.044616252183914004,0.040926389396190005,0.0036899105180050002,0.30748558044433505,0.70424199104309,0.446810007095336,0.06394829601049401,0.546832144260406,0.12330080568790401,0.5493207367111417,0.2915976685642254,0.5467387563661016,0.20122826062646684
0.04341214150190301,0.039469148963689006,0.003943075891584,0.28417050838470403,0.6974073052406311,0.45518547296524003,0.060571260750293,0.523500800132751,0.207943141460418,0.047008194029331006,0.043359640985727005,0.003648565849289,0.31375607848167403,0.6727494597434991,0.46736767888069103,0.057237721979618,0.49927747249603205,0.24031136929988803,0.5508444613924632,0.2976534351618467,0.5515597350293334,0.32445609311394485
0.043245013803243006,0.039315447211265,0.003929587081074,0.284440577030181,0.698419272899627,0.45777291059494,0.060507763177156004,0.520799458026886,0.207025438547134,0.046361573040485,0.04253402724862,0.0038275422994040005,0.29966098070144603,0.7572135329246521,0.362503886222839,0.054531022906303,0.5012825727462761,0.260510355234146,0.5530523868045397,0.296276581594916,0.49028950281078176,0.3428472391516682
0.043153867125511,0.039235528558492,0.0039183050394050005,0.284680217504501,0.698577463626861,0.458804816007614,0.060589384287595006,0.5219093561172481,0.207531094551086,0.046861212700605004,0.043236002326011005,0.0036251975689080003,0.28803917765617304,0.75997906923294,0.346420109272003,0.056832391768693,0.526471972465515,0.18988814949989302,0.5538545220165609,0.2969739882601175,0.47590785911477185,0.27910763186202964
0.043068874627351005,0.039170585572719005,0.0038982995320110004,0.284825980663299,0.699547708034515,0.460367113351821,0.060618467628955,0.524357736110687,0.20980979502201003,0.045619085431098,0.041873335838317004,0.003745733993127,0.25820013880729603,0.662436425685882,0.48736971616744906,0.055592522025108004,0.465616166591644,0.36949947476387,0.5552972563744862,0.2997010476528924,0.561575453436066,0.41202659956727383
0.043033156543970004,0.039144378155469006,0.0038887166883790005,0.28583079576492304,0.699709236621856,0.46158394217491105,0.060572650283575,0.525256514549255,0.21228374540805803,0.044598661363124,0.040963981300592006,0.0036346721462900003,0.29550045728683405,0.7447901964187621,0.39898595213890004,0.05581750348210301,0.501172542572021,0.279285341501235,0.556232575348356,0.30236565038451796,0.519613607978461,0.35868724640161814
